# FILE STRUCTURE
# simulator version
# row  cols
# matrix:
# 0 empty
# 1 street
# 2 station
# 3 obstacle
0.1
40	40
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	3	3	3	3	3	3	3	3	3	3	3	3	3	
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	3	3	3	3	3	
3	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	3	3	3	3	
3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	3	3	3	3	3	3	3	3	3	
3	3	3	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	3	3	3	3	3	3	3	3	
3	3	3	0	0	0	1	1	1	1	1	1	1	1	0	1	0	0	1	0	1	0	0	1	0	0	1	1	1	0	0	0	0	3	3	3	3	3	3	3	
3	3	3	0	1	1	1	0	0	1	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	0	1	0	1	1	0	0	0	3	3	3	3	3	3	3	
3	3	3	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	3	3	3	3	3	3	
